0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
"HIT-HP MVX-0603-hh-100-cc
C25/30 C30/37 C20/25
As,Sp,h As,v As,Sp,h As,v As,Sp,h As,v gnurhewebegnähfuA
dnu
indirekt beidseitig direkt indirekt beidseitig direkt beidseitig direkt indirekt
-guztlapS
[cm²/m] [cm²/m] [cm²/m] [cm²/m] [cm²/m] [cm²/m] [cm²] [cm²] [cm²]
As,req 0,50 1,58 0,56 1,66 0,56 1,66 0,42 0,42 0,42
As,min 1,13 1,13 1,13 1,13 1,13 1,13 0,50 0,50 0,50
As,prov ∅6/25 ∅6/17,5 ∅6/25 ∅6/17 ∅6/25 ∅6/17 ∅8 ∅8 ∅8
Punkt 1 (max V) Punkt 2 (max M) Punkt 1 (max V) Punkt 2 (max M) Punkt 1 (max V) Punkt 2 (max M)
h-cnom
MRd,1 ±VRd,1 MRd,2 ±VRd,2 MRd,1 ±VRd,1 MRd,2 ±VRd,2 MRd,1 ±VRd,1 MRd,2 ±VRd,2
[mm] [kNm/m] [kN/m] [kNm/m] [kN/m] [kNm/m] [kN/m] [kNm/m] [kN/m] [kNm/m] [kN/m] [kNm/m] [kN/m]
125 -18,5 48,0 -20,0 28,7 -21,5 48,0 -21,6 47,6 -21,6 48,0 -21,6 48,0
130 -19,8 48,0 -21,5 28,7 -23,0 48,0 -23,1 47,6 -23,1 48,0 -23,1 48,0
135 -21,0 48,0 -23,0 28,7 -24,4 48,0 -24,5 47,6 -24,5 48,0 -24,5 48,0 mm05
140 -22,3 48,0 -24,4 28,7 -25,9 48,0 -26,0 47,6 -26,0 48,0 -26,0 48,0
145 -23,6 48,0 -25,9 28,7 -27,4 48,0 -27,5 47,6 -27,5 48,0 -27,5 48,0 - 03=monc
150 -24,8 48,0 -27,4 28,7 -28,8 48,0 -29,0 47,6 -29,0 48,0 -29,0 48,0
155 -26,1 48,0 -28,9 28,7 -30,3 48,0 -30,4 47,6 -30,4 48,0 -30,4 48,0
160 -27,4 48,0 -30,3 28,7 -31,8 48,0 -31,9 47,6 -31,9 48,0 -31,9 48,0
rüf
165 -28,6 48,0 -31,8 28,7 -33,2 48,0 -33,4 47,6 -33,4 48,0 -33,4 48,0
eraapetreW-tfarkreuQ-netnemoM
170 -29,9 48,0 -33,3 28,7 -34,7 48,0 -34,9 47,6 -34,9 48,0 -34,9 48,0
175 -31,2 48,0 -34,8 28,7 -36,2 48,0 -36,3 47,6 -36,3 48,0 -36,3 48,0
180 -32,5 48,0 -36,2 28,7 -37,6 48,0 -37,8 47,6 -37,8 48,0 -37,8 48,0
185 -33,7 48,0 -37,7 28,7 -39,1 48,0 -39,3 47,6 -39,3 48,0 -39,3 48,0
190 -35,0 48,0 -39,2 28,7 -40,6 48,0 -40,8 47,6 -40,8 48,0 -40,8 48,0
195 -36,3 48,0 -40,7 28,7 -42,0 48,0 -42,2 47,6 -42,2 48,0 -42,2 48,0
200 -37,5 48,0 -42,1 28,7 -43,5 48,0 -43,7 47,6 -43,7 48,0 -43,7 48,0
205 -38,8 48,0 -43,6 28,7 -45,0 48,0 -45,2 47,6 -45,2 48,0 -45,2 48,0
210 -40,1 48,0 -45,1 28,7 -46,4 48,0 -46,7 47,6 -46,7 48,0 -46,7 48,0
215 -41,3 48,0 -46,6 28,7 -47,9 48,0 -48,1 47,6 -48,1 48,0 -48,1 48,0
,tiekgihäfgarT
220 -42,6 48,0 -48,0 28,7 -49,4 48,0 -49,6 47,6 -49,6 48,0 -49,6 48,0
225 -43,9 48,0 -49,5 28,7 -50,8 48,0 -51,1 47,6 -51,1 48,0 -51,1 48,0
230 -45,1 48,0 -51,0 28,7 -52,3 48,0 -52,6 47,6 -52,6 48,0 -52,6 48,0
235 -46,4 48,0 -52,5 28,7 -53,8 48,0 -54,0 47,6 -54,0 48,0 -54,0 48,0
240 -47,7 48,0 -53,9 28,7 -55,2 48,0 -55,5 47,6 -55,5 48,0 -55,5 48,0 red
245 -48,9 48,0 -55,4 28,7 -56,7 48,0 -57,0 47,6 -57,0 48,0 -57,0 48,0 dnatsuzznerG
250 -50,2 48,0 -56,9 28,7 -58,2 48,0 -58,5 47,6 -58,5 48,0 -58,5 48,0
255 -51,5 48,0 -58,4 28,7 -59,6 48,0 -59,9 47,6 -59,9 48,0 -59,9 48,0
260 -52,8 48,0 -59,8 28,7 -61,1 48,0 -61,4 47,6 -61,4 48,0 -61,4 48,0
265 -54,0 48,0 -61,3 28,7 -62,6 48,0 -62,9 47,6 -62,9 48,0 -62,9 48,0
270 -55,3 48,0 -62,8 28,7 -64,0 48,0 -64,4 47,6 -64,4 48,0 -64,4 48,0 mi
275 -56,6 48,0 -64,3 28,7 -65,5 48,0 -65,8 47,6 -65,8 48,0 -65,8 48,0 netiekgihäfgarT
280 -57,8 48,0 -65,7 28,7 -67,0 48,0 -67,3 47,6 -67,3 48,0 -67,3 48,0
285 -59,1 48,0 -67,2 28,7 -68,4 48,0 -68,8 47,6 -68,8 48,0 -68,8 48,0
290 -60,4 48,0 -68,7 28,7 -69,9 48,0 -70,3 47,6 -70,3 48,0 -70,3 48,0
295 -61,6 48,0 -70,2 28,7 -71,4 48,0 -71,7 47,6 -71,7 48,0 -71,7 48,0
300 -62,9 48,0 -71,6 28,7 -72,8 48,0 -73,2 47,6 -73,2 48,0 -73,2 48,0",,,,,,,,,,,,,,
,HIT-HP MVX-0603-hh-100-cc,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,"gnurhewebegnähfuA
dnu
-guztlapS",,C20/25,,,,C25/30,,,,C30/37,,,
,,,"As,Sp,h",,"As,v",,"As,Sp,h",,"As,v",,"As,Sp,h",,"As,v",
,,,beidseitig,,direkt,indirekt,beidseitig,,direkt,indirekt,beidseitig,,direkt,indirekt
,,,[cm²],,[cm²/m],[cm²/m],[cm²],,[cm²/m],[cm²/m],[cm²],,[cm²/m],[cm²/m]
,,"As,req","0,42",,"0,50","1,58","0,42",,"0,56","1,66","0,42",,"0,56","1,66"
,,"As,min","0,50",,"1,13","1,13","0,50",,"1,13","1,13","0,50",,"1,13","1,13"
